SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
703RJ36,Rajasthan State,SG,100,100,100,7.03,19-FEB-2021,,17-FEB-2036,,,,,IN2920200697
703TN29,Tamilnadu State,SG,100,100,100,7.03,13-SEP-2024,,11-SEP-2029,,,,,IN3120240277
703TN29A,Tamilnadu State,SG,100,100,100,7.03,30-DEC-2024,,26-DEC-2029,,,,,IN3120240459
703TN30,Tamilnadu State,SG,100,100,100,7.03,04-MAR-2022,,02-MAR-2030,,,,,IN3120210361
703TN46,Tamilnadu State,SG,100,100,100,7.03,04-JUN-2021,,02-JUN-2046,,,,,IN3120210064
703TN51,Tamilnadu State,SG,100,100,100,7.03,04-JUN-2021,,02-JUN-2051,,,,,IN3120210072
703TS51,Telangana State,SG,100,100,100,7.03,18-JUN-2021,,16-JUN-2051,,,,,IN4520210068
703UP30,Uttar Pradesh State,SG,100,100,100,7.03,27-JUL-2020,,26-FEB-2030,,,,,IN3320190231
704AP33,Andhra Pradesh State,SG,100,100,100,7.04,28-MAR-2025,,26-MAR-2033,,,,,IN1020240777
704AP34,Andhra Pradesh State,SG,100,100,100,7.04,08-OCT-2021,,06-OCT-2034,,,,,IN1020210317
704AP40,Andhra Pradesh State,SG,100,100,100,7.04,04-JUN-2021,,02-JUN-2040,,,,,IN1020210093
704AP41,Andhra Pradesh State,SG,100,100,100,7.04,04-JUN-2021,,02-JUN-2041,,,,,IN1020210101
704GJ30,Gujarat State,SG,100,100,100,7.04,27-JUL-2020,,18-MAR-2030,,,,,IN1520190217
704GJ32,Gujarat State,SG,100,100,100,7.04,06-DEC-2024,,04-DEC-2032,,,,,IN1520240087
704GJ33,Gujarat State,SG,100,100,100,7.04,13-DEC-2024,,11-DEC-2033,,,,,IN1520240095
704GS2029,Government of India,GS,100,100,1,7.04,04-JUN-2024,,03-JUN-2029,,,,,IN0020240050
704HR37,Haryana State,SG,100,100,100,7.04,28-MAR-2025,,26-MAR-2037,,,,,IN1620240359
704HR40,Haryana State,SG,100,100,100,7.04,27-JUN-2025,,25-JUN-2040,,,,,IN1620250093
704IRFC26,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,,22-MAR-2026,,,,,INE053F07876
704IRFC28,Indian Railway Finance Corporation Limited,N6,1000,1000,1,7.04,01-APR-2013,,23-MAR-2028,,,,,INE053F07595
704JK36,Jammu & Kashmir State,SG,100,100,100,7.04,04-JUN-2021,,02-JUN-2036,,,,,IN4920210031
704KA32,Karnataka State,SG,100,100,100,7.04,28-MAR-2025,,26-SEP-2032,,,,,IN1920240323
704KL34,Kerala State,SG,100,100,100,7.04,03-SEP-2021,,01-SEP-2034,,,,,IN2020210125
704MH29,Maharashtra State,SG,100,100,100,7.04,05-MAR-2021,,03-MAR-2029,,,,,IN2220200355
704MH40,Maharashtra State,SG,100,100,100,7.04,27-JUN-2025,,25-JUN-2040,,,,,IN2220250129
704ML30,Meghalaya State,SG,100,100,100,7.04,27-JUL-2020,,26-FEB-2030,,,,,IN2420190067
704MP30,Madhya Pradesh State,SG,100,100,100,7.04,27-JUL-2020,,04-MAR-2030,,,,,IN2120190144
704MZ30,Mizoram State,SG,100,100,100,7.04,27-JUL-2020,,22-APR-2030,,,,,IN2520200014
704MZ33,Mizoram State,SG,100,100,100,7.04,12-FEB-2021,,10-FEB-2033,,,,,IN2520200097
704NBFID35,National Bank For Financing Infrastructure And Development,N0,100000,100000,1,7.04,15-APR-2025,,07-APR-2035,,,,,INE0KUG08084
704NHAI26,National Highways Authority of India,NB,1000,1000,1,7.04,11-MAR-2016,,09-MAR-2026,,,,,INE906B07EM2
704REC28,REC Limited,N4,1000,1000,1,7.04,02-APR-2013,,25-MAR-2028,,,,,INE020B07GZ9
704RJ30,Rajasthan State,SG,100,100,100,7.04,27-JUL-2020,,04-MAR-2030,,,,,IN2920190427
704RJ32,Rajasthan State,SG,100,100,100,7.04,28-MAR-2025,,26-SEP-2032,,,,,IN2920240511
704RJ36,Rajasthan State,SG,100,100,100,7.04,25-JUN-2021,,23-JUN-2036,,,,,IN2920210175
704SIDBI29,Small Industries Development Bank of India,N0,100000,100000,1,7.04,19-JAN-2026,,09-FEB-2029,,,,,INE556F08LB2
704TN30,Tamilnadu State,SG,100,100,100,7.04,14-JAN-2022,,12-JAN-2030,,,,,IN3120210296
704TN30A,Tamilnadu State,SG,100,100,100,7.04,11-FEB-2022,,09-FEB-2030,,,,,IN3120210320
704TN30B,Tamilnadu State,SG,100,100,100,7.04,21-MAR-2025,,19-MAR-2030,,,,,IN3120240707
704TS32,Telangana State,SG,100,100,100,7.04,24-DEC-2021,,22-DEC-2032,,,,,IN4520210209
704TS51,Telangana State,SG,100,100,100,7.04,11-JUN-2021,,09-JUN-2051,,,,,IN4520210050
704UK30,Uttarakhand State,SG,100,100,100,7.04,27-JUL-2020,,12-FEB-2030,,,,,IN3620190097
704UP30,Uttar Pradesh State,SG,100,100,100,7.04,27-JUL-2020,,04-MAR-2030,,,,,IN3320190249
704UP31,Uttar Pradesh State,SG,100,100,100,7.04,31-DEC-2021,,29-DEC-2031,,,,,IN3320210187
704WB35,West Bengal State,SG,100,100,100,7.04,05-OCT-2020,,30-SEP-2035,,,,,IN3420200112
705AP31,Andhra Pradesh State,SG,100,100,100,7.05,27-JUL-2020,,12-FEB-2031,,,,,IN1020190485
705AP35,Andhra Pradesh State,SG,100,100,100,7.05,03-SEP-2021,,01-SEP-2035,,,,,IN1020210234
705AP39,Andhra Pradesh State,SG,100,100,100,7.05,13-JUN-2025,,11-JUN-2039,,,,,IN1020250198
705AS30,Assam State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN1220190210
705AS31,Assam State,SG,100,100,100,7.05,27-SEP-2024,,25-SEP-2031,,,,,IN1220240098
705GJ28,Gujarat State,SG,100,100,100,7.05,19-AUG-2024,,14-AUG-2028,,,,,IN1520240020
705GJ29,Gujarat State,SG,100,100,100,7.05,29-NOV-2024,,27-NOV-2029,,,,,IN1520240079
705GJ31,Gujarat State,SG,100,100,100,7.05,18-NOV-2024,,13-NOV-2031,,,,,IN1520240053
705GJ32,Gujarat State,SG,100,100,100,7.05,10-JAN-2025,,08-JAN-2032,,,,,IN1520240129
705GJ34,Gujarat State,SG,100,100,100,7.05,31-JAN-2025,,29-JAN-2034,,,,,IN1520240160
705HP35,Himachal Pradesh State,SG,100,100,100,7.05,19-FEB-2021,,17-FEB-2035,,,,,IN1720200154
705HR38,Haryana State,SG,100,100,100,7.05,27-JUN-2025,,25-JUN-2038,,,,,IN1620250085
705HR40,Haryana State,SG,100,100,100,7.05,05-OCT-2020,,30-SEP-2040,,,,,IN1620200106
705JCL27,Jio Credit Limited,N0,100000,100000,1,7.05,15-OCT-2025,,13-OCT-2027,,,,,INE282H07034
705JH30,Jharkhand State,SG,100,100,100,7.05,27-JUL-2020,,26-FEB-2030,,,,,IN3720190039
705KL30,Kerala State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN2020190210
705KL36,Kerala State,SG,100,100,100,7.05,08-OCT-2021,,06-OCT-2036,,,,,IN2020210166
705MH32,Maharashtra State,SG,100,100,100,7.05,09-OCT-2020,,07-OCT-2032,,,,,IN2220200231
705MN30,Manipur State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN2320190068
705MP32,Madhya Pradesh State,SG,100,100,100,7.05,28-MAR-2025,,26-MAR-2032,,,,,IN2120240279
705MZ29,Mizoram State,SG,100,100,100,7.05,11-FEB-2022,,09-FEB-2029,,,,,IN2520210062
705MZ35,Mizoram State,SG,100,100,100,7.05,05-OCT-2020,,30-SEP-2035,,,,,IN2520200048
705NL30,Nagaland State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN2620190065
705NL31,Nagaland State,SG,100,100,100,7.05,19-FEB-2021,,17-FEB-2031,,,,,IN2620200070
705OR35,Orissa State,SG,100,100,100,7.05,28-MAR-2025,,26-MAR-2035,,,,,IN2720240208
705PN31,Punjab State,SG,100,100,100,7.05,12-FEB-2021,,10-FEB-2031,,,,,IN2820200193
705RJ31,Rajasthan State,SG,100,100,100,7.05,19-FEB-2021,,17-FEB-2031,,,,,IN2920200689
705RJ37,Rajasthan State,SG,100,100,100,7.05,28-MAR-2025,,26-SEP-2037,,,,,IN2920240537
705RJ41,Rajasthan State,SG,100,100,100,7.05,04-JUN-2021,,02-JUN-2041,,,,,IN2920210118
705SFL27,Sundaram Finance Limited,N0,100000,100000,1,7.05,15-SEP-2025,,10-SEP-2027,,,,,INE660A07RZ1
705SFL28,Sundaram Finance Limited,N0,100000,100000,1,7.05,28-OCT-2025,,11-OCT-2028,,,,,INE660A07SA2
705SFL28A,Sundaram Finance Limited,N0,100000,100000,1,7.05,28-NOV-2025,,24-NOV-2028,,,,,INE660A07SB0
705TN26,Tamilnadu State,SG,100,100,100,7.05,27-JUL-2020,,20-NOV-2026,,,,,IN3120190191
705TN31,Tamilnadu State,SG,100,100,100,7.05,19-SEP-2025,,17-SEP-2031,,,,,IN3120250276
705TS35,Telangana State,SG,100,100,100,7.05,03-SEP-2021,,01-SEP-2035,,,,,IN4520210134
705TS41,Telangana State,SG,100,100,100,7.05,04-JUN-2021,,02-JUN-2041,,,,,IN4520210043
705UK29,Uttarakhand State,SG,100,100,100,7.05,11-OCT-2024,,09-OCT-2029,,,,,IN3620240033
705UK31,Uttarakhand State,SG,100,100,100,7.05,31-DEC-2021,,29-DEC-2031,,,,,IN3620210036
705UK32,Uttarakhand State,SG,100,100,100,7.05,28-MAR-2025,,26-MAR-2032,,,,,IN3620240108
705WB30,West Bengal State,SG,100,100,100,7.05,27-JUL-2020,,04-MAR-2030,,,,,IN3420190214
705WB31,West Bengal State,SG,100,100,100,7.05,19-FEB-2021,,17-FEB-2031,,,,,IN3420200252
705WB36,West Bengal State,SG,100,100,100,7.05,08-OCT-2021,,06-OCT-2036,,,,,IN3420210152
705WB36A,West Bengal State,SG,100,100,100,7.05,24-DEC-2021,,22-DEC-2036,,,,,IN3420210210
706AP30,Andhra Pradesh State,SG,100,100,100,7.06,27-JUL-2020,,04-MAR-2030,,,,,IN1020190501
706CG29,Chattisgarh State,SG,100,100,100,7.06,18-MAR-2021,,17-MAR-2029,,,,,IN3520200129
706GJ29,Gujarat State,SG,100,100,100,7.06,19-AUG-2024,,14-AUG-2029,,,,,IN1520240038
706GJ30,Gujarat State,SG,100,100,100,7.06,07-MAR-2025,,05-MAR-2030,,,,,IN1520240269
706GJ32,Gujarat State,SG,100,100,100,7.06,18-FEB-2022,,16-FEB-2032,,,,,IN1520210197
706GJ33,Gujarat State,SG,100,100,100,7.06,10-OCT-2025,,08-OCT-2033,,,,,IN1520250151
706GJ34,Gujarat State,SG,100,100,100,7.06,10-JAN-2025,,08-JAN-2034,,,,,IN1520240137
706GS2028,Government of India,GS,100,100,1,7.06,11-APR-2023,,10-APR-2028,,,,,IN0020230010
706HR39,Haryana State,SG,100,100,100,7.06,01-AUG-2025,,30-JUL-2039,,,,,IN1620250119
706JK33,Jammu & Kashmir State,SG,100,100,100,7.06,08-NOV-2021,,02-NOV-2033,,,,,IN4920210080
706KL38,Kerala State,SG,100,100,100,7.06,25-JUN-2021,,23-JUN-2038,,,,,IN2020210067
706KL39,Kerala State,SG,100,100,100,7.06,03-SEP-2021,,01-SEP-2039,,,,,IN2020210133
706KL41,Kerala State,SG,100,100,100,7.06,25-JUN-2021,,23-JUN-2041,,,,,IN2020210075
706KL55,Kerala State,SG,100,100,100,7.06,28-MAR-2025,,26-MAR-2055,,,,,IN2020240338
706MZ34,Mizoram State,SG,100,100,100,7.06,08-OCT-2021,,06-OCT-2034,,,,,IN2520210047
706OR31A,Orissa State,SG,100,100,100,7.06,24-FEB-2025,,20-FEB-2031,,,,,IN2720240067
706RECL35,REC Limited,N0,100000,100000,1,7.06,27-JUN-2025,,30-JUN-2035,,,,,INE020B08GA0
706RJ35,Rajasthan State,SG,100,100,100,7.06,28-MAR-2025,,26-MAR-2035,,,,,IN2920240529
706RJ38,Rajasthan State,SG,100,100,100,7.06,01-AUG-2025,,30-JUL-2038,,,,,IN2920250130
706TCHE28,Tata Chemicals Limited,N0,100000,100000,1,7.06,19-DEC-2025,,15-DEC-2028,,,,,INE092A08089
706TN29,Tamilnadu State,SG,100,100,100,7.06,30-AUG-2024,,28-AUG-2029,,,,,IN3120240236
706TN29A,Tamilnadu State,SG,100,100,100,7.06,06-SEP-2024,,04-SEP-2029,,,,,IN3120240251
706TS41,Telangana State,SG,100,100,100,7.06,25-JUN-2021,,23-JUN-2041,,,,,IN4520210076
706UK30,Uttarakhand State,SG,100,100,100,7.06,27-JUL-2020,,04-MAR-2030,,,,,IN3620190113
706UK30A,Uttarakhand State,SG,100,100,100,7.06,08-NOV-2024,,06-NOV-2030,,,,,IN3620240041
706UK32,Uttarakhand State,SG,100,100,100,7.06,28-NOV-2025,,26-NOV-2032,,,,,IN3620250057
706WB36,West Bengal State,SG,100,100,100,7.06,25-JUN-2021,,23-JUN-2036,,,,,IN3420210038
707AP34,Andhra Pradesh State,SG,100,100,100,7.07,07-FEB-2025,,05-FEB-2034,,,,,IN1020240694
707AP36,Andhra Pradesh State,SG,100,100,100,7.07,28-MAR-2025,,26-MAR-2036,,,,,IN1020240793
707AS31,Assam State,SG,100,100,100,7.07,19-FEB-2021,,17-FEB-2031,,,,,IN1220200282
707GJ30,Gujarat State,SG,100,100,100,7.07,29-DEC-2025,,24-DEC-2030,,,,,IN1520250243
707GJ31,Gujarat State,SG,100,100,100,7.07,26-FEB-2021,,24-FEB-2031,,,,,IN1520200271
707GJ32,Gujarat State,SG,100,100,100,7.07,14-FEB-2025,,12-FEB-2032,,,,,IN1520240202
707GJ32A,Gujarat State,SG,100,100,100,7.07,26-SEP-2025,,24-SEP-2032,,,,,IN1520250144
707GJ33,Gujarat State,SG,100,100,100,7.07,28-NOV-2025,,26-NOV-2033,,,,,IN1520250193
707GJ34,Gujarat State,SG,100,100,100,7.07,07-FEB-2025,,05-FEB-2034,,,,,IN1520240194
707GJ34A,Gujarat State,SG,100,100,100,7.07,17-OCT-2025,,15-OCT-2034,,,,,IN1520250169
707HR37,Haryana State,SG,100,100,100,7.07,25-JUN-2021,,23-JUN-2037,,,,,IN1620210063
707JK30,Jammu & Kashmir State,SG,100,100,100,7.07,27-JUL-2020,,04-MAR-2030,,,,,IN1820190164
707KA29,Karnataka State,SG,100,100,100,7.07,29-NOV-2024,,27-NOV-2029,,,,,IN1920240109
707LICH30,LIC Housing Finance Limited,N0,100000,100000,1,7.07,02-MAY-2025,,29-APR-2030,,,,,INE115A07RG6
707MH32,Maharashtra State,SG,100,100,100,7.07,27-SEP-2024,,25-SEP-2032,,,,,IN2220240302
707MH33,Maharashtra State,SG,100,100,100,7.07,14-NOV-2025,,12-NOV-2033,,,,,IN2220250368
707MP32,Madhya Pradesh State,SG,100,100,100,7.07,09-OCT-2020,,07-OCT-2032,,,,,IN2120200174
707RJ46,Rajasthan State,SG,100,100,100,7.07,11-JUN-2021,,09-JUN-2046,,,,,IN2920210134
707TN38,Tamilnadu State,SG,100,100,100,7.07,24-DEC-2021,,22-DEC-2038,,,,,IN3120210270
707TN55,Tamilnadu State,SG,100,100,100,7.07,25-JUL-2025,,23-JUL-2055,,,,,IN3120250177
707TS52,Telangana State,SG,100,100,100,7.07,28-MAR-2025,,26-MAR-2052,,,,,IN4520240578
707TS55,Telangana State,SG,100,100,100,7.07,28-MAR-2025,,26-MAR-2055,,,,,IN4520240586
707WB37,West Bengal State,SG,100,100,100,7.07,18-JUL-2025,,16-JUL-2037,,,,,IN3420250067
70826LTF28,L&T Finance Limited,N0,100000,100000,1,7.08,19-AUG-2025,,15-MAR-2028,,,,,INE498L07186
708AP35,Andhra Pradesh State,SG,100,100,100,7.08,08-NOV-2021,,02-NOV-2035,,,,,IN1020210374
708AP35A,Andhra Pradesh State,SG,100,100,100,7.08,07-FEB-2025,,05-FEB-2035,,,,,IN1020240702
708AP37,Andhra Pradesh State,SG,100,100,100,7.08,28-MAR-2025,,26-MAR-2037,,,,,IN1020240801
708AP40,Andhra Pradesh State,SG,100,100,100,7.08,08-NOV-2021,,02-NOV-2040,,,,,IN1020210382
708AP40A,Andhra Pradesh State,SG,100,100,100,7.08,13-JUN-2025,,11-JUN-2040,,,,,IN1020250206
708CG29,Chattisgarh State,SG,100,100,100,7.08,26-FEB-2021,,24-FEB-2029,,,,,IN3520200111
708CG30,Chattisgarh State,SG,100,100,100,7.08,27-JUL-2020,,04-MAR-2030,,,,,IN3520190064
708GJ31,Gujarat State,SG,100,100,100,7.08,15-MAR-2021,,10-MAR-2031,,,,,IN1520200289
708GJ33,Gujarat State,SG,100,100,100,7.08,18-NOV-2024,,13-NOV-2033,,,,,IN1520240061
708GJ33B,Gujarat State,SG,100,100,100,7.08,24-FEB-2025,,20-FEB-2033,,,,,IN1520240236
708GJ34,Gujarat State,SG,100,100,100,7.08,14-FEB-2025,,12-FEB-2034,,,,,IN1520240210
708HP34,Himachal Pradesh State,SG,100,100,100,7.08,18-OCT-2024,,16-OCT-2034,,,,,IN1720240093
708HR39,Haryana State,SG,100,100,100,7.08,28-MAR-2025,,26-MAR-2039,,,,,IN1620240367
708IIFCL35,India Infrastructure Finance Company Limited,N0,100000,100000,1,7.08,19-MAY-2025,,15-MAY-2035,,,,,INE787H08204
708JCL28,Jio Credit Limited,N0,100000,100000,1,7.08,02-JUN-2025,,26-MAY-2028,,,,,INE282H07026
708JK36,Jammu & Kashmir State,SG,100,100,100,7.08,03-SEP-2021,,01-SEP-2036,,,,,IN4920210064
708JK46,Jammu & Kashmir State,SG,100,100,100,7.08,13-DEC-2024,,11-DEC-2046,,,,,IN4920240186
708JK46A,Jammu & Kashmir State,SG,100,100,100,7.08,27-JUN-2025,,25-JUN-2046,,,,,IN4920250060
708JK55,Jammu & Kashmir State,SG,100,100,100,7.08,31-JAN-2025,,29-JAN-2055,,,,,IN4920240236
708KA31,Karnataka State,SG,100,100,100,7.08,27-JUL-2020,,04-MAR-2031,,,,,IN1920190205
708KA31A,Karnataka State,SG,100,100,100,7.08,14-FEB-2025,,12-AUG-2031,,,,,IN1920240232
708KA34,Karnataka State,SG,100,100,100,7.08,09-OCT-2020,,07-OCT-2034,,,,,IN1920200301
708KA34A,Karnataka State,SG,100,100,100,7.08,22-OCT-2021,,20-OCT-2034,,,,,IN1920210060
708KA34B,Karnataka State,SG,100,100,100,7.08,18-OCT-2024,,16-OCT-2034,,,,,IN1920240067
708KL31,Kerala State,SG,100,100,100,7.08,25-NOV-2024,,21-NOV-2031,,,,,IN2020240205
708KL40,Kerala State,SG,100,100,100,7.08,28-MAR-2025,,26-MAR-2040,,,,,IN2020240312
708MH31,Maharashtra State,SG,100,100,100,7.08,26-FEB-2021,,24-FEB-2031,,,,,IN2220200348
708MH39,Maharashtra State,SG,100,100,100,7.08,27-JUN-2025,,25-JUN-2039,,,,,IN2220250111
708MP29,Madhya Pradesh State,SG,100,100,100,7.08,11-MAR-2022,,09-MAR-2029,,,,,IN2120210066
708MZ39,Mizoram State,SG,100,100,100,7.08,13-JUN-2025,,11-JUN-2039,,,,,IN2520250019
708OR33,Orissa State,SG,100,100,100,7.08,17-OCT-2025,,15-OCT-2033,,,,,IN2720250090
708PFCL35,Power Finance Corporation Limited,N0,100000,100000,1,7.08,01-DEC-2025,,27-NOV-2035,,,,,INE134E08NY9
708PGC34,Power Grid Corporation of India Limited,N0,100000,100000,1,7.08,28-OCT-2024,,25-OCT-2034,,,,,INE752E08767
708PN34,Punjab State,SG,100,100,100,7.08,06-DEC-2024,,04-DEC-2034,,,,,IN2820240249
708PY26,Puducherry - Union Territory,SG,100,100,100,7.08,27-JUL-2020,,20-NOV-2026,,,,,IN3820190038
708RJ30,Rajasthan State,SG,100,100,100,7.08,27-JUL-2020,,18-MAR-2030,,,,,IN2920190450
708RJ34,Rajasthan State,SG,100,100,100,7.08,06-DEC-2024,,04-DEC-2034,,,,,IN2920240370
708TFSIL27,Toyota Financial Services India Limited,N0,100000,100000,1,7.08,22-DEC-2025,,18-NOV-2027,,,,,INE692Q07621
708TML28,Tata Motors Limited,N0,100000,100000,1,7.08,16-MAY-2025,,11-MAY-2028,,,,,INE155A08480
708TML28A,Tata Motors Limited,N0,100000,100000,1,7.08,16-MAY-2025,,12-MAY-2028,,,,,INE155A08472
708TN30,Tamilnadu State,SG,100,100,100,7.08,07-MAR-2025,,05-MAR-2030,,,,,IN3120240608
708TN34,Tamilnadu State,SG,100,100,100,7.08,06-DEC-2024,,04-DEC-2034,,,,,IN3120240418
708TS42,Telangana State,SG,100,100,100,7.08,08-NOV-2021,,02-NOV-2042,,,,,IN4520210175
708TS49,Telangana State,SG,100,100,100,7.08,31-JAN-2025,,29-JAN-2049,,,,,IN4520240479
708TS56,Telangana State,SG,100,100,100,7.08,13-JUN-2025,,11-JUN-2056,,,,,IN4520250148
708TS57,Telangana State,SG,100,100,100,7.08,13-JUN-2025,,11-JUN-2057,,,,,IN4520250155
708UP31,Uttar Pradesh State,SG,100,100,100,7.08,19-FEB-2021,,17-FEB-2031,,,,,IN3320200295
708UP32,Uttar Pradesh State,SG,100,100,100,7.08,18-OCT-2024,,16-OCT-2032,,,,,IN3320240010
708UP38,Uttar Pradesh State,SG,100,100,100,7.08,13-DEC-2024,,11-DEC-2038,,,,,IN3320240044
708WB41,West Bengal State,SG,100,100,100,7.08,29-OCT-2021,,27-OCT-2041,,,,,IN3420210160
709AP35,Andhra Pradesh State,SG,100,100,100,7.09,28-MAR-2025,,26-MAR-2035,,,,,IN1020240785
709AP39,Andhra Pradesh State,SG,100,100,100,7.09,08-OCT-2021,,06-OCT-2039,,,,,IN1020210325
709AS32,Assam State,SG,100,100,100,7.09,18-FEB-2022,,16-FEB-2032,,,,,IN1220210232
709GJ32,Gujarat State,SG,100,100,100,7.09,25-FEB-2022,,23-FEB-2032,,,,,IN1520210205
709GS2054,Government of India,GS,100,100,1,7.09,28-AUG-2024,,05-AUG-2054,,,,,IN0020240118
709GS2074,Government of India,GS,100,100,1,7.09,26-NOV-2024,,25-NOV-2074,,,,,IN0020240142
709HR29,Haryana State,SG,100,100,100,7.09,25-MAR-2022,,23-MAR-2029,,,,,IN1620210196
709HR37,Haryana State,SG,100,100,100,7.09,13-DEC-2024,,11-DEC-2037,,,,,IN1620240227
709HR40,Haryana State,SG,100,100,100,7.09,28-MAR-2025,,26-MAR-2040,,,,,IN1620240375
709IRFC34,Indian Railway Finance Corporation Limited,N0,100000,100000,1,7.09,18-DEC-2024,,16-DEC-2034,,,,,INE053F08445
709KA30,Karnataka State,SG,100,100,100,7.09,27-JUL-2020,,18-MAR-2030,,,,,IN1920190213
709KA30A,Karnataka State,SG,100,100,100,7.09,29-NOV-2024,,27-NOV-2030,,,,,IN1920240117
709KA35,Karnataka State,SG,100,100,100,7.09,18-OCT-2024,,16-OCT-2035,,,,,IN1920240075
709KL36,Kerala State,SG,100,100,100,7.09,25-JUN-2021,,23-JUN-2036,,,,,IN2020210059
709KL52,Kerala State,SG,100,100,100,7.09,27-JUN-2025,,25-JUN-2052,,,,,IN2020250071
709MP30,Madhya Pradesh State,SG,100,100,100,7.09,27-JUL-2020,,05-FEB-2030,,,,,IN2120190110
709PY31,Puducherry - Union Territory,SG,100,100,100,7.09,19-SEP-2025,,17-SEP-2031,,,,,IN3820250022
709PY34,Puducherry - Union Territory,SG,100,100,100,7.09,18-OCT-2024,,16-OCT-2034,,,,,IN3820240031
709PY40,Puducherry - Union Territory,SG,100,100,100,7.09,13-JUN-2025,,11-JUN-2040,,,,,IN3820250014
709RJ32,Rajasthan State,SG,100,100,100,7.09,18-FEB-2022,,16-FEB-2032,,,,,IN2920210498
709RJ35,Rajasthan State,SG,100,100,100,7.09,18-OCT-2024,,16-OCT-2035,,,,,IN2920240321
709RJ43,Rajasthan State,SG,100,100,100,7.09,27-JUN-2025,,25-JUN-2043,,,,,IN2920250106
709RL39,REC Limited,N0,100000,100000,1,7.09,12-NOV-2024,,30-NOV-2039,,,,,INE020B08FK1
709TN30,Tamilnadu State,SG,100,100,100,7.09,21-MAR-2022,,16-MAR-2030,,,,,IN3120210437
709TN30A,Tamilnadu State,SG,100,100,100,7.09,17-MAR-2025,,12-SEP-2030,,,,,IN3120240657
709TN32,Tamilnadu State,SG,100,100,100,7.09,05-DEC-2025,,03-DEC-2032,,,,,IN3120250441
709TN35,Tamilnadu State,SG,100,100,100,7.09,14-FEB-2025,,12-FEB-2035,,,,,IN3120240541
709TN35A,Tamilnadu State,SG,100,100,100,7.09,22-AUG-2025,,20-AUG-2035,,,,,IN3120250201
709TN55,Tamilnadu State,SG,100,100,100,7.09,27-JUN-2025,,25-JUN-2055,,,,,IN3120250144
709TS34,Telangana State,SG,100,100,100,7.09,13-AUG-2021,,11-AUG-2034,,,,,IN4520210126
709TS40,Telangana State,SG,100,100,100,7.09,08-OCT-2021,,06-OCT-2040,,,,,IN4520210167
709TS58,Telangana State,SG,100,100,100,7.09,20-JUN-2025,,18-JUN-2058,,,,,IN4520250163
709TS59,Telangana State,SG,100,100,100,7.09,20-JUN-2025,,18-JUN-2059,,,,,IN4520250171
709TS60,Telangana State,SG,100,100,100,7.09,20-JUN-2025,,18-JUN-2060,,,,,IN4520250189
709TS60A,Telangana State,SG,100,100,100,7.09,18-JUL-2025,,16-JUL-2060,,,,,IN4520250247
709TS61,Telangana State,SG,100,100,100,7.09,20-JUN-2025,,18-JUN-2061,,,,,IN4520250197
709TS63,Telangana State,SG,100,100,100,7.09,18-JUL-2025,,16-JUL-2063,,,,,IN4520250254
709UP30,Uttar Pradesh State,SG,100,100,100,7.09,27-JUL-2020,,12-FEB-2030,,,,,IN3320190215
709WB40,West Bengal State,SG,100,100,100,7.09,09-OCT-2020,,07-OCT-2040,,,,,IN3420200120
70AP38,Andhra Pradesh State,SG,100,100,100,7,11-JUN-2021,,09-JUN-2038,,,,,IN1020210119
70AP38A,Andhra Pradesh State,SG,100,100,100,7,12-NOV-2021,,10-NOV-2038,,,,,IN1020210390
70AP39,Andhra Pradesh State,SG,100,100,100,7,05-OCT-2020,,30-SEP-2039,,,,,IN1020200383
70AP39A,Andhra Pradesh State,SG,100,100,100,7,13-SEP-2021,,08-SEP-2039,,,,,IN1020210242
70AP39B,Andhra Pradesh State,SG,100,100,100,7,12-NOV-2021,,10-NOV-2039,,,,,IN1020210408
70CG29,Chattisgarh State,SG,100,100,100,7,23-SEP-2024,,19-SEP-2029,,,,,IN3520240018
70GA31,Goa State,SG,100,100,100,7,08-NOV-2021,,02-NOV-2031,,,,,IN1420210131
70GA31A,Goa State,SG,100,100,100,7,31-DEC-2021,,29-DEC-2031,,,,,IN1420210164
70JH33,Jharkhand State,SG,100,100,100,7,08-OCT-2021,,06-OCT-2033,,,,,IN3720210027
70JK33,Jammu & Kashmir State,SG,100,100,100,7,24-DEC-2021,,22-DEC-2033,,,,,IN4920210106
70KA30,Karnataka State,SG,100,100,100,7,07-OCT-2024,,03-OCT-2030,,,,,IN1920240034
70MH28,Maharashtra State,SG,100,100,100,7,27-JUL-2020,,12-FEB-2028,,,,,IN2220190119
70MN31,Manipur State,SG,100,100,100,7,02-JUL-2021,,30-JUN-2031,,,,,IN2320210023
70MN31A,Manipur State,SG,100,100,100,7,18-OCT-2021,,13-OCT-2031,,,,,IN2320210056
70MN31B,Manipur State,SG,100,100,100,7,31-DEC-2021,,29-DEC-2031,,,,,IN2320210072
